accredited_date,bbb_rating,business_start_date,company_name,company_types,company_website_url,complaints_l12m,complaints_l36m,customer_rating_avg,customer_review_count,email_address,full_address,phone_number,profile_page_url,days_accredited,numeric_bbb,days_in_operation,score
,NR,1999-08-17T00:00:00,"Robertson Construction, Inc.",Roofing Contractors| Roofing Consultants,http://www.robertsonconstructioninc.com,0,0,,,,"1286 Jeffery Rd Tallahassee , FL 32312-9623",(850) 251-7788,https://www.bbb.org/us/fl/tallahassee/profile/roofing-contractors/robertson-construction-inc-0403-235966322,,-1,8830.0,0.6163834951456311
,NR,2002-01-01T00:00:00,"Roof Systems, Inc.",Roofing Contractors| Roofing Consultants,,0,0,,,,"285 Edward Drive Macon , GA 31216",(478) 784-7844,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/roof-systems-inc-0743-6002034,,-1,7962.0,0.5531796116504855
,NR,2002-02-01T00:00:00,Apple Roofing and Construction,Roofing Contractors| Floor Installation| Flooring Contractors ...,http://appleroofingandconstruction.com/,0,0,,,,"1080 Westminister Cir Macon , GA 31220-3501",(478) 361-2174,https://www.bbb.org/us/ga/macon/profile/real-estate/apple-roofing-and-construction-0743-43084,,-1,7931.0,0.5509223300970874
,NR,2004-09-03T00:00:00,EGM Construction Services LLC,Roofing Contractors,,0,0,,,,"603 N Davis Dr Warner Robins , GA 31093",(478) 225-9446,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/egm-construction-services-llc-0743-45266,,-1,6986.0,0.4821116504854369
,NR,2005-01-03T00:00:00,BCB Contractors Co.,Roofing Contractors,,0,0,,,,"104 Murray Pl Warner Robins , GA 31088-4220",(229) 313-3872,https://www.bbb.org/us/ga/warner-robins/profile/general-contractor/bcb-contractors-co-0743-45315,,-1,6864.0,0.4732281553398059
,NR,2005-04-01T00:00:00,Bruce Bass Roofing,Roofing Contractors| Floor Installation| Flooring Contractors ...,,0,0,,,,"162 Forestwood Dr Macon , GA 31217-7507",(478) 745-8338,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/bruce-bass-roofing-0743-11049,,-1,6776.0,0.46682038834951456
,NR,2008-08-22T00:00:00,"American Shingle & Siding, Inc.",Roofing Contractors,http://www.americanshingle.com,0,0,1.0,1.0,,"Douglasville , GA 30134-5614",(478) 845-4090,https://www.bbb.org/us/ga/douglasville/profile/roofing-contractors/american-shingle-siding-inc-0443-27257184,,-1,5537.0,0.3766019417475728
,NR,2009-07-14T00:00:00,"D & H Remodeling and Repairs, LLC",Construction Services| Roofing Contractors| Plumber ...,,0,0,,,,"1018 Broken Arrow Trl Forsyth , GA 31029-8226",(478) 256-7699,https://www.bbb.org/us/ga/forsyth/profile/construction-services/d-h-remodeling-and-repairs-llc-0743-25773,,-1,5211.0,0.3528640776699029
,NR,2009-10-01T00:00:00,Georgia Roofing & Construction,Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,,0,0,,,,"4100 Riverside Dr Ste 115 Macon , GA 31210-0215",(770) 222-3535,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/georgia-roofing-construction-0743-26548,,-1,5132.0,0.3471116504854369
,NR,2015-12-18T00:00:00,Macon Roofing and Siding,Fire and Water Damage Restoration| Roofing Contractors| Construction Services ...,http://www.maconroofingandsiding.com,0,0,1.0,2.0,,"225 Smithville Church Rd STE 400Z Warner Robins , GA 31088-9092",(478) 257-4795,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/macon-roofing-and-siding-0743-42615,,-1,2863.0,0.18189320388349514
,F,2010-01-01T00:00:00,Choice Roofing & Construction,Roofing Contractors| Construction Services| Painting Contractors ...,https://facebook.com/pg/Choice-Roofing-LLC-1527297844006617/posts/,0,5,1.0,2.0,,"38 Wright Ave Roberta , GA 31078-4932",(478) 832-8569,https://www.bbb.org/us/ga/roberta/profile/roofing-contractors/choice-roofing-construction-0743-93920,,0,5040.0,0.1769510828976849
,NR,,Skeeter Moncrief,Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"336 Riley Rd Flovilla , GA 30216-2130",(770) 468-3977,https://www.bbb.org/us/ga/flovilla/profile/roofing-contractors/skeeter-moncrief-0443-22128,,-1,,0.0
,NR,,Ronald Smith Roofing,Roofing Contractors| Roofing Consultants,,0,0,,,,"3709 Greenbriar Ct Macon , GA 31204-4222",(478) 477-8564,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/ronald-smith-roofing-0743-22070,,-1,,0.0
,NR,,Pedro Garcia Roofing,Roofing Contractors| Handyman| Home Improvement,,0,0,,,,"958 Sylvian Dr Macon , GA 31206-2549",(478) 788-7511,https://www.bbb.org/us/ga/macon/profile/roofing-contractors/pedro-garcia-roofing-0743-21788,,-1,,0.0
,NR,,Dollar-N-Sons LLC,Roofing Contractors,,0,0,,,,"2987 N. Columbia St. NE Milledgeville , GA 31061",(478) 452-1306,https://www.bbb.org/us/ga/milledgeville/profile/general-contractor/dollar-n-sons-llc-0743-20838,,-1,,0.0
,NR,,Contracting Services,Construction Services| Roofing Contractors| Residential Painter,,0,0,,,,"211 Castlebury Cir Kathleen , GA 31047-3309",(478) 867-2824,https://www.bbb.org/us/ga/kathleen/profile/roofing-contractors/contracting-services-0743-103551,,-1,,0.0
,NR,,"B & B Masonry, Inc",Roofing Contractors,,0,0,,,,"4343 Vallie Ct Macon , GA 31204-4719",(478) 474-5996,https://www.bbb.org/us/ga/macon/profile/mason-contractors/b-b-masonry-inc-0743-24078,,-1,,0.0
,NR,,"Roberts Roofing, LLC",Construction Services| Roofing Contractors| Residential Painter,https://www.facebook.com/robertsroofing31061/,0,0,,,,"1351 Ga Highway 22 E Haddock , GA 31033",(478) 454-4025,https://www.bbb.org/us/ga/haddock/profile/roofing-contractors/roberts-roofing-llc-0743-91822836,,-1,,0.0
,NR,,Craddock Brothers Enterprises,Roofing Contractors,,0,0,,,,"1206 Dunbar Rd Warner Robins , GA 31093-3806",(478) 256-4140,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/craddock-brothers-enterprises-0743-22797,,-1,,0.0
,NR,,Harper Roofing,Roofing Contractors| Construction Services| Painting Contractors ...,,0,0,,,,"6942 Ga Highway 83 S Monticello , GA 31064-7109",(706) 468-6465,https://www.bbb.org/us/ga/monticello/profile/roofing-contractors/harper-roofing-0443-27771129,,-1,,0.0
,F,2017-02-02T00:00:00,Infront Industries,Roofing Contractors| Construction Services| Painting Contractors ...,http://www.infrontroofing.com,1,4,1.0,1.0,,"154 S Houston Lake Rd STE 800 Warner Robins , GA 31088-9016",(478) 396-5304,https://www.bbb.org/us/ga/warner-robins/profile/roofing-contractors/infront-industries-0743-45561,,0,2451.0,-0.2865683345780433
,F,2011-10-01T00:00:00,"Amtech Roofing, LLC",Roofing Contractors,https://www.amtechroofing.net,3,4,1.0,2.0,,"3421 US Highway 41 N STE 600 Byron , GA 31008-3361",(478) 218-0869,https://www.bbb.org/us/ga/byron/profile/roofing-contractors/amtech-roofing-llc-0743-35033,,0,4402.0,-0.9445052277819268
